"","PID","county","state","area","popdensity","popwhite","popblack","popamerindian","popother","percwhite","percblack","percamerindan","percasian","percother","popadults","perchsd","percollege","percprof","poppovertyknown","percpovertyknown","percbelowpoverty","percchildbelowpovert","percadultpoverty","percelderlypoverty","inmetro","category","total","asian","per","asianper"
"98",658,"WHITESIDE","IL",0.041,1467.95122,57135,417,85,2362,94.9307148,0.69285216,0.14122886,0.31070349,3.92450071,39020,73.2880574,16.5530497,3.54177345,58927,97.9081514,10.9610196,14.7232262,9.50370254,9.8152526,0,"AAR",60186,187,0.310703485860499,"small"
"99",659,"WILL","IL",0.05,7146.26,303420,38361,692,10066,84.9171455,10.7359654,0.19366774,1.33608349,2.81713792,215823,80.43026,24.7568609,5.88723167,348384,97.5010705,6.03472031,7.46308545,4.79919768,8.5633985,1,"HLU",357313,4774,1.33608348982545,"large"
"100",660,"WILLIAMSON","IL",0.025,2309.32,56135,1147,112,87,97.2320856,1.98673203,0.1939965,0.43649213,0.15069371,38733,71.7811685,21.0595616,4.9802494,56318,97.5490621,15.8013424,22.3945816,13.6188171,13.8197853,0,"AAR",57733,252,0.4364921275527,"small"
"101",661,"Winnebago","IL",0.03,8430.43333,222439,23256,651,3581,87.9507973,9.19525687,0.25740077,1.18064315,1.41590191,163047,76.2964053,22.652364,5.1819414,248507,98.257899,10.11722,14.5814097,8.22470776,9.62654586,1,"AAU",252913,2986,1.18064314606208,"large"
"102",662,"WOODFORD","IL",0.032,1020.40625,32388,64,54,45,99.188436,0.19600037,0.16537531,0.31237559,0.13781276,20469,80.0136792,22.8052176,4.97337437,31693,97.0599945,7.18770706,10.0139231,5.62835021,7.15055695,1,"HLU",32653,102,0.312375585704223,"small"
"103",663,"ADAMS","IN",0.021,1480.71429,30530,36,42,427,98.1829876,0.11577424,0.13506995,0.19295707,1.37321113,18119,74.3970418,16.1156797,4.86229924,30490,98.0543496,11.6366022,17.1945239,9.10188775,8.71402697,1,"AAU",31095,60,0.192957067052581,"small"
"104",664,"ALLEN","IN",0.041,7337.46341,264086,30314,892,2900,87.7840418,10.0765866,0.29650707,0.87888418,0.96398037,187856,81.1552466,27.3597862,6.85950941,296184,98.4536425,7.90353294,10.533689,6.7890146,7.30149415,1,"HAU",300836,2644,0.878884176095946,"large"
"105",665,"BARTHOLOMEW","IN",0.022,2893.5,61774,1005,97,171,97.0419593,1.57877374,0.15237916,0.95826068,0.26862717,41218,76.9032947,22.8468145,6.84409724,62784,98.6285876,8.54517074,10.736855,6.99242014,10.8119434,0,"AAR",63657,610,0.958260678322887,"large"
"106",666,"BENTON","IN",0.024,393.375,9389,6,16,29,99.4492109,0.06355259,0.16947357,0.0105921,0.30717085,6053,77.0857426,13.4643978,4.01453825,9300,98.5065141,8.04301075,8.34921845,6.84232894,10.5022831,0,"AAR",9441,1,0.0105920982946722,"small"
"107",667,"BLACKFORD","IN",0.01,1406.7,13978,7,44,22,99.3673136,0.04976185,0.3127888,0.11374138,0.1563944,9259,72.9884437,12.9819635,4.42812399,13903,98.8341508,9.85398835,12.3237451,8.33224671,10.9375,0,"AAR",14067,16,0.113741380536006,"small"
"108",668,"BOONE","IN",0.024,1589.45833,37814,83,90,66,99.1270611,0.21757936,0.23592943,0.24641518,0.17301492,24915,82.4683925,27.8306241,8.81396749,37402,98.0470286,6.29645474,8.02175391,5.23959855,7.08942537,1,"HLU",38147,94,0.246415183369597,"small"
"109",669,"BROWN","IN",0.019,741.052632,13968,13,47,34,99.2045455,0.09232955,0.33380682,0.12784091,0.24147727,9510,76.4353312,19.8002103,6.16193481,13948,99.0625,6.86836822,8.09384164,6.16327041,7.44387554,0,"ALR",14080,18,0.127840909090909,"small"
"110",670,"CARROLL","IN",0.022,854.954545,18720,19,22,45,99.5268223,0.10101547,0.11696528,0.01594981,0.23924717,12241,76.1702475,15.4562536,3.79870926,18498,98.3465362,7.49270191,9.38326888,5.63980573,10.1830664,0,"AAR",18809,3,0.0159498112605667,"small"
"111",671,"CASS","IN",0.024,1600.54167,37765,330,138,66,98.3130711,0.85908416,0.35925338,0.29677453,0.17181683,25123,75.8906182,13.2149823,4.02420093,37306,97.1181631,10.3468611,13.3524412,9.47268075,8.55725506,0,"AAR",38413,114,0.296774529456174,"small"
"112",672,"CLARK","IN",0.022,3989.86364,82289,4703,192,237,93.7477927,5.35789558,0.21873612,0.40557321,0.27000239,56970,72.7575917,16.8123574,4.05476567,86270,98.2831493,10.0649125,13.752694,8.18791412,10.9526235,1,"AAU",87777,356,0.40557321393987,"small"
"113",673,"CLAY","IN",0.021,1176.42857,24522,113,41,14,99.2592593,0.45739729,0.16595831,0.06071645,0.05666869,16197,75.884423,14.1137248,4.29709205,24343,98.5347096,11.8432404,15.1636813,9.70500549,12.9662175,1,"AAU",24705,15,0.0607164541590771,"small"
"114",674,"CLINTON","IN",0.023,1346.69565,30657,36,51,169,98.976561,0.11622651,0.16465423,0.19693937,0.54561891,19875,76.1610063,16.045283,4.5081761,30143,97.3171047,9.4051687,11.7393903,7.80756609,10.5207037,1,"AAU",30974,61,0.196939368502615,"small"
"115",675,"CRAWFORD","IN",0.018,550.777778,9868,9,26,0,99.5360097,0.09078071,0.2622554,0.11095421,0,6297,59.5680483,8.54375099,2.93790694,9780,98.648376,18.4662577,22.923588,14.3980528,24.0462428,0,"LHR",9914,11,0.110954206173089,"small"
"116",676,"DAVIESS","IN",0.026,1058.96154,27372,99,26,16,99.4152472,0.35956852,0.09443214,0.0726401,0.05811208,17267,66.2187989,13.2391267,3.35900851,26896,97.6864127,15.5413444,20.7750953,12.3878965,15.9292035,0,"LAR",27533,20,0.0726401046017506,"small"
"117",677,"DEARBORN","IN",0.019,2043.94737,38440,252,53,15,98.9828763,0.64889919,0.13647483,0.19312476,0.03862495,24335,73.4785289,15.5742757,4.24491473,38254,98.5039269,8.48015894,10.7832521,7.1425195,8.94133289,1,"AAU",38835,75,0.193124758594052,"small"
"118",678,"DECATUR","IN",0.022,1074.77273,23444,39,19,14,99.149926,0.16493973,0.08035525,0.54556989,0.05920914,14625,72.3350427,13.9213675,4.56068376,23245,98.3083104,9.06431491,11.116045,7.66800916,10.0627287,0,"AAR",23645,129,0.545569887925566,"large"
"119",679,"DE KALB","IN",0.022,1605.63636,35009,37,91,99,99.108255,0.10474465,0.25761522,0.24912241,0.28026271,21801,77.5469015,15.581854,4.45392413,34833,98.6100102,6.45652112,8.76933688,4.93601463,7.47427333,1,"ALU",35324,88,0.249122409693126,"small"
"120",680,"DELAWARE","IN",0.023,5202.56522,111232,7167,274,345,92.9574875,5.98952022,0.22898403,0.53568892,0.28831931,70609,74.4664278,21.1970145,8.38844906,111645,93.302635,16.7477272,17.661107,17.8898595,11.7679641,1,"AAU",119659,641,0.535688916002975,"large"
"121",681,"DUBOIS","IN",0.026,1408.30769,36466,33,30,32,99.590343,0.09012454,0.0819314,0.15020756,0.08739349,22921,72.2307055,17.1676628,4.47188168,35883,97.9981429,6.13661065,5.50713154,4.41161892,13.4687333,0,"ALR",36616,55,0.150207559536815,"small"
"122",682,"ELKHART","IN",0.027,5785.11111,146505,7106,453,1137,93.7944148,4.54935403,0.29001652,0.63829242,0.72792225,96003,72.8060581,18.3723425,5.36649896,152953,97.9225086,7.04203252,9.86358867,5.80470664,6.30558874,1,"ALU",156198,997,0.638292423718613,"large"
"123",683,"FAYETTE","IN",0.012,2167.91667,25462,435,37,12,97.8743033,1.67211224,0.14222564,0.2652316,0.04612723,16744,63.9094601,11.4249881,3.78643096,25571,98.2932923,10.7856556,14.6890163,8.84701144,10.8691186,0,"LAR",26015,69,0.265231597155487,"small"
"124",684,"FLOYD","IN",0.009,7156,61415,2642,92,80,95.3589839,4.10222968,0.14284827,0.27172225,0.12421589,41499,73.2234512,20.5498928,6.40015422,63308,98.2982423,11.0080874,16.0648533,8.19145697,12.6123514,1,"AAU",64404,175,0.271722253276194,"small"
"125",685,"FOUNTAIN","IN",0.025,712.32,17726,4,25,26,99.5395328,0.02246181,0.14038634,0.15161725,0.1460018,11700,72.965812,11.1452991,3.29059829,17573,98.6803684,9.83895749,13.1136951,7.04975016,12.6510878,0,"AAR",17808,27,0.151617250673854,"small"
"126",686,"FRANKLIN","IN",0.023,851.304348,19496,10,34,13,99.5709908,0.05107252,0.17364658,0.13789581,0.06639428,12029,65.2672708,12.9935988,3.54975476,19375,98.9530133,10.6270968,12.6787252,8.36868492,14.2276423,0,"LAR",19580,27,0.137895812053115,"small"
"127",687,"FULTON","IN",0.021,897.142857,18555,151,47,51,98.4872611,0.8014862,0.24946921,0.1910828,0.27070064,12405,75.3164047,13.929867,4.15961306,18611,98.7845011,10.3379722,12.8706879,9.1876013,10.0211528,0,"AAR",18840,36,0.191082802547771,"small"
"128",688,"GIBSON","IN",0.029,1100.44828,31146,596,38,29,97.5965907,1.86757748,0.11907373,0.325886,0.09087206,20949,72.8053845,15.50432,3.50852069,31364,98.2796979,9.63843897,11.1341717,7.94889993,12.2426177,0,"AAR",31913,104,0.325886002569486,"small"
"129",689,"GRANT","IN",0.024,3090.375,67817,5047,298,634,91.4357751,6.80472974,0.40178511,0.50290553,0.85480457,47541,71.7570097,15.5381671,5.48579121,70618,95.2122855,13.0816506,18.2321973,11.6630942,10.2415235,0,"AAR",74169,373,0.502905526567703,"large"
"130",690,"GREENE","IN",0.033,921.515152,30248,10,47,40,99.4672805,0.03288392,0.15455442,0.21374548,0.13153568,20124,71.5861658,14.9522958,4.35301133,29957,98.5103584,13.1788897,18.2160478,11.4086437,11.5055672,0,"AAR",30410,65,0.213745478461033,"small"
"131",691,"HAMILTON","IN",0.024,4539,106764,676,163,143,98.0061688,0.62054784,0.14962914,1.09238452,0.13126974,69127,88.6961679,42.1311499,12.0893428,107945,99.0902915,3.59164389,4.25498008,2.92675381,5.45073375,1,"HLU",108936,1190,1.09238451935081,"large"
"132",692,"HANCOCK","IN",0.017,2678.05882,45173,44,59,75,99.2224394,0.09664595,0.12959343,0.38658379,0.16473741,29024,80.1095645,20.4899394,6.60832415,44988,98.8160872,4.46341247,5.62774014,3.50094256,6.07751938,1,"HLU",45527,176,0.386583785445999,"small"
"133",693,"HARRISON","IN",0.028,1067.5,29641,124,58,31,99.1669455,0.41485447,0.19404483,0.12044162,0.10371362,18829,71.1243295,13.1074407,3.83982155,29559,98.8926062,9.83118509,12.58419,7.53536948,12.9673655,1,"AAU",29890,36,0.120441619270659,"small"
"134",694,"HENDRICKS","IN",0.024,3154.875,74519,685,157,81,98.4177926,0.90468455,0.20735106,0.36319453,0.1069773,48047,84.0656024,24.2200345,7.15965617,73207,96.6850245,3.66904804,4.22803082,2.84384454,6.13503237,1,"HLU",75717,275,0.363194526988655,"small"
"135",695,"HENRY","IN",0.024,2005.79167,47446,474,78,63,98.5604188,0.98464862,0.16203079,0.16203079,0.13087102,31989,71.374535,13.2576823,4.41714339,47341,98.3423004,12.3508164,17.2683924,10.6034222,11.0881168,0,"AAR",48139,78,0.162030785849311,"small"
"136",696,"HOWARD","IN",0.016,5051.6875,75420,4398,226,326,93.3104037,5.44125107,0.27960954,0.56540512,0.40333057,52042,78.453941,20.2298144,5.75881019,79738,98.6526779,11.5152123,16.9615277,9.59316926,9.26146753,1,"AAU",80827,457,0.565405124525221,"large"
"137",697,"HUNTINGTON","IN",0.023,1540.30435,35012,52,154,76,98.8285771,0.1467807,0.4346967,0.37541988,0.21452564,22188,78.5559762,16.9731386,4.84946818,34397,97.092613,6.56452598,7.3208402,5.38424668,9.07244414,1,"ALU",35427,133,0.375419877494566,"small"
"138",698,"JACKSON","IN",0.03,1257.66667,37289,138,66,48,98.8311688,0.36575669,0.17492711,0.50092764,0.12721972,24151,69.3263219,13.1423129,3.82592853,37228,98.6694938,10.4921027,13.5361596,8.64372075,11.5976685,0,"AAR",37730,189,0.500927643784787,"large"
"139",699,"JASPER","IN",0.034,734.117647,24659,111,60,90,98.7940705,0.44471154,0.24038462,0.16025641,0.36057692,14984,75.5205553,14.8558462,5.23224773,23850,95.5528846,7.9706499,10.070028,6.37300843,9.37019969,0,"AAR",24960,40,0.16025641025641,"small"
"140",700,"JAY","IN",0.022,977.818182,21313,30,32,70,99.0749349,0.13945705,0.14875418,0.31145407,0.32539978,13843,68.8795781,12.771798,4.43545474,21179,98.4520268,9.74078096,11.8595994,8.39788732,10.5313547,0,"AAR",21512,67,0.311454072145779,"small"
"141",701,"JEFFERSON","IN",0.021,1418.90476,29181,363,58,73,97.9326778,1.21824345,0.19465047,0.40943719,0.24499111,18876,70.285018,17.5460903,5.50434414,27849,93.4624291,11.63417,15.6190216,9.61010784,12.1604938,0,"AAR",29797,122,0.40943719166359,"small"
"142",702,"JENNINGS","IN",0.021,1126.71429,23347,209,31,23,98.6729217,0.88331009,0.13101729,0.21554457,0.09720637,14942,64.0811136,10.1458975,3.38642752,22854,96.5893242,12.8030104,16.947001,10.3086514,14.7733961,0,"LAR",23661,51,0.215544567009002,"small"
"143",703,"JOHNSON","IN",0.018,4894.94444,86455,845,139,136,98.1227797,0.95903937,0.15775914,0.60606748,0.15435427,55137,80.4069862,22.308069,6.24988665,85547,97.092238,6.90263832,8.75542692,5.76260508,8.17939609,1,"HLU",88109,534,0.606067484592947,"large"
"144",704,"KNOX","IN",0.031,1286.58065,39107,486,69,44,98.0518504,1.21853375,0.1730017,0.44629425,0.11031993,24740,74.5028294,19.9757478,5.29506871,37005,92.7815665,15.6978787,19.8819543,14.454248,13.9807342,0,"AAR",39884,178,0.446294253334671,"small"
"145",705,"KOSCIUSKO","IN",0.032,2040.4375,64058,309,118,487,98.1070236,0.4732441,0.18072105,0.49315404,0.7458572,40321,77.475757,19.2629151,5.91751197,64110,98.1866634,6.64170956,8.2147651,5.32189084,8.34152093,0,"ALR",65294,322,0.493154041718994,"large"
"146",706,"LAGRANGE","IN",0.022,1339.86364,29156,44,59,126,98.9110154,0.14926892,0.20015605,0.31210775,0.42745191,16100,56.6521739,11.1118012,3.46583851,28954,98.2257353,11.5079091,15.9615575,7.96751242,13.4746404,0,"LAR",29477,92,0.312107745021542,"small"
"147",707,"LAKE","IN",0.03,15853.1333,334203,116688,865,21066,70.270651,24.5352128,0.18187782,0.58285008,4.42940828,298552,73.478322,17.6686138,4.93917308,469774,98.7762672,13.8051489,21.5110371,11.0934323,9.95578032,1,"AAU",475594,2772,0.582850078007712,"large"
"148",708,"LA PORTE","IN",0.036,2974.05556,96286,9580,259,510,89.9314442,8.94775185,0.24190686,0.40255543,0.4763417,70102,73.9080197,17.1792531,4.87860546,100574,93.9364504,10.0542884,14.6622858,8.53452003,7.91819325,0,"AAR",107066,431,0.402555433097342,"small"
"149",709,"LAWRENCE","IN",0.027,1586.51852,42536,109,88,26,99.2996545,0.25445887,0.20543468,0.17975535,0.06069661,28005,69.7089805,13.1476522,3.84931262,42152,98.4032123,9.72195863,12.5923191,7.86502438,11.2748803,0,"AAR",42836,77,0.179755345970679,"small"
"150",710,"MADISON","IN",0.026,5025.73077,119734,9870,299,351,91.631527,7.55343655,0.22882244,0.31759637,0.26861765,84886,73.4502745,16.401998,5.07268572,125156,95.7809427,12.7249193,19.8256124,10.5838631,9.4521245,1,"AAU",130669,415,0.317596369452586,"small"
"151",711,"MARION","IN",0.023,34659.087,615039,169654,1698,3189,77.1538677,21.2823289,0.21300644,0.95075136,0.40004566,511309,76.8046328,26.7446886,7.68654571,780649,97.928895,12.058044,18.1554118,9.76327509,10.7259641,1,"AAU",797159,7579,0.950751355752115,"large"
"152",712,"MARSHALL","IN",0.026,1622.38462,41508,76,72,375,98.4021621,0.18017164,0.17068892,0.35797259,0.88900479,26511,73.9692958,17.7775263,5.35249519,41497,98.3760846,7.54512374,9.9233426,5.89902569,8.81351121,0,"AAR",42182,151,0.357972594945711,"small"
"153",713,"MARTIN","IN",0.021,493.761905,10321,12,14,8,99.5370817,0.11572958,0.13501784,0.13501784,0.07715305,6625,64.4075472,13.5396226,3.38113208,10211,98.4762272,13.8478112,17.9383712,11.3361763,15.455035,0,"LAR",10369,14,0.13501784164336,"small"
"154",714,"MIAMI","IN",0.024,1537.375,34784,1115,571,203,94.2732471,3.0219259,1.54755129,0.60709543,0.55018023,22509,76.4272069,14.4075703,3.88733396,35971,97.4903109,10.9393678,15.2701644,9.26941094,9.05255757,0,"AAR",36897,224,0.607095427812559,"large"
"155",715,"MONROE","IN",0.024,4540.75,102752,2835,216,462,94.2869203,2.60144249,0.19820514,2.48949329,0.42393878,57368,82.1032631,37.7422954,17.2012272,93693,85.9742333,19.4390189,14.3463367,22.9989983,9.5751634,1,"HHU",108978,2713,2.48949329222412,"large"
"156",716,"MONTGOMERY","IN",0.03,1147.86667,33971,201,68,58,98.649669,0.58369149,0.19746777,0.40074341,0.16842839,22174,80.0487057,16.9252277,5.80860467,33157,96.2858636,9.39771391,11.8232951,7.65231519,11.2698928,0,"HAR",34436,138,0.400743408061331,"small"
"157",717,"MORGAN","IN",0.024,2330,55635,9,137,48,99.4903433,0.01609442,0.24499285,0.16273247,0.08583691,35089,73.5786144,14.6798142,4.43443814,55262,98.823319,6.67728276,8.36697487,5.18163722,9.53302374,1,"ALU",55920,91,0.162732474964235,"small"
"158",718,"NEWTON","IN",0.024,564.625,13436,9,39,43,99.1513541,0.06641576,0.28780164,0.1771087,0.31731975,8567,72.4407611,12.1746236,3.18664643,13310,98.2215335,8.8580015,12.6107348,7.11798301,8.02442215,0,"AAR",13551,24,0.17710870046491,"small"
"159",719,"NOBLE","IN",0.025,1515.08,37456,58,83,182,98.8885075,0.15312723,0.21913034,0.25873221,0.48050268,23151,72.0832793,12.6387629,3.5592415,37198,98.2073554,8.04881983,11.6240876,6.00627082,8.47923103,0,"AAR",37877,98,0.258732212160414,"small"
"160",720,"OHIO","IN",0.005,1063,5255,41,8,2,98.8711195,0.77140169,0.1505174,0.16933208,0.03762935,3457,67.7176743,10.7029216,1.79346254,5271,99.1721543,9.88427243,8.62688713,8.58398107,15.9609121,1,"LAU",5315,9,0.169332079021637,"small"
"161",721,"ORANGE","IN",0.023,800.391304,18213,127,40,8,98.9353034,0.68987995,0.21728502,0.11407464,0.043457,11902,64.9302638,9.78827088,2.83985885,18103,98.3377696,15.3455228,19.423275,12.7880658,16.7800454,0,"LAR",18409,21,0.114074637405617,"small"
"162",722,"OWEN","IN",0.023,751.347826,17167,44,46,6,99.340316,0.25461489,0.2661883,0.10416064,0.03472021,11151,66.2720832,11.1649179,3.25531342,17046,98.640125,13.5515663,17.9775281,11.1626436,14.4039735,0,"LAR",17281,18,0.104160638851918,"small"
"163",723,"PARKE","IN",0.027,570.740741,15222,118,42,12,98.780013,0.76573653,0.27255029,0.10382868,0.07787151,10217,76.7348537,14.6129001,4.31633552,14849,96.3595068,12.1961075,13.0620985,10.3266992,15.9411012,0,"AAR",15410,16,0.103828682673589,"small"
"164",724,"PERRY","IN",0.022,868.5,18819,210,32,14,98.492699,1.09907364,0.16747789,0.16747789,0.07327158,12271,65.3573466,11.0422948,2.90929835,18163,95.0594023,11.6225293,14.1656417,9.28652322,14.5016797,0,"LAR",19107,32,0.167477887685142,"small"
"165",725,"PIKE","IN",0.02,625.45,12469,3,16,2,99.6802302,0.02398273,0.12790791,0.15189064,0.01598849,8387,65.482294,13.842852,3.89889114,12357,98.7848749,13.2637372,19.8807157,10.5921723,12.6115166,0,"LAR",12509,19,0.151890638740107,"small"
"166",726,"PORTER","IN",0.026,4958.92308,126329,454,243,962,97.9811063,0.3521236,0.18847144,0.7321689,0.74612974,79625,82.4075353,24.455887,7.83924647,125118,97.0418515,6.11662591,7.48438387,5.48997025,5.97111701,1,"HLU",128932,944,0.732168895231595,"large"
"167",727,"POSEY","IN",0.025,1038.72,25588,283,38,25,98.5366605,1.08980283,0.14633395,0.13093038,0.09627234,16513,76.2974626,17.2106825,4.59032278,25679,98.8870918,7.62490751,8.9456869,5.92997509,11.3455809,1,"AAU",25968,34,0.130930375847197,"small"
"168",728,"PULASKI","IN",0.026,486.269231,12509,65,21,28,98.940125,0.51411848,0.16609982,0.1581903,0.22146642,7974,71.8961625,14.1710559,3.51141209,12467,98.6079253,10.8285875,13.6955919,8.91951838,11.4992151,0,"AAR",12643,20,0.15819030293443,"small"
"169",729,"PUTNAM","IN",0.029,1045.34483,29196,826,77,62,96.308758,2.72472373,0.25399967,0.50799934,0.20451921,18437,76.0535879,15.734664,5.5811683,26072,86.0036286,8.27324333,10.7356154,6.72192811,9.37950938,0,"AAR",30315,154,0.507999340260597,"large"
"170",730,"RANDOLPH","IN",0.026,1044.15385,26947,56,49,59,99.259614,0.20627671,0.18049212,0.13628997,0.21732724,17694,71.8548661,12.6200972,4.53826156,26789,98.677619,11.3516742,15.7303371,9.68322036,10.1874188,0,"AAR",27148,37,0.136289966111684,"small"
"171",731,"RIPLEY","IN",0.025,984.64,24501,16,44,17,99.5328242,0.06499838,0.17874553,0.15437114,0.06906077,15331,68.8148196,13.5281456,3.99191181,24262,98.561911,10.547358,12.9624319,8.24702723,13.6374324,0,"AAR",24616,38,0.154371140721482,"small"
"172",732,"RUSH","IN",0.023,788.217391,17901,142,15,11,98.7423465,0.78327542,0.08274036,0.33096144,0.06067626,11404,73.5882147,12.8463697,3.89337075,17589,97.021347,11.1774404,13.4143785,9.50972105,12.7012522,0,"AAR",18129,60,0.330961442991891,"small"
"173",733,"ST JOSEPH","IN",0.028,8823.28571,216984,24190,846,2525,87.8292829,9.79146091,0.34243803,1.01476612,1.02205204,154443,76.0630135,24.611669,8.10007576,234575,94.9496462,9.65490781,13.8132517,8.19188249,8.14209511,1,"AAU",247052,2507,1.01476612211194,"large"
"174",734,"SCOTT","IN",0.011,1908.27273,20850,16,25,50,99.3282836,0.07622314,0.11909866,0.23819732,0.23819732,13060,59.992343,10.5895865,3.27718224,20636,98.308799,18.9813917,26.8822813,15.8872136,16.0839161,1,"LHU",20991,50,0.238197322662093,"small"
"175",735,"SHELBY","IN",0.024,1679.45833,39743,330,67,25,98.6007393,0.81871635,0.16622423,0.35229613,0.06202397,25585,74.1254641,14.7000195,3.70529607,39745,98.6057012,7.23109825,9.41501612,5.43236263,9.82587065,1,"ALU",40307,142,0.352296127223559,"small"
"176",736,"SPENCER","IN",0.024,812.083333,19295,111,37,14,98.9994869,0.56952283,0.18984094,0.1693176,0.07183171,12509,71.9242146,14.1338236,4.44479974,19102,98.0092355,9.85760653,10.7415902,8.0898243,14.2547258,0,"AAR",19490,33,0.169317598768599,"small"
"177",737,"STARKE","IN",0.019,1197.21053,22446,73,86,94,98.6767486,0.32092144,0.37807183,0.21101684,0.41324131,14260,59.9158485,10.0140252,3.00841515,22293,98.0041324,13.425739,18.5185185,11.8391095,10.2341299,0,"LAR",22747,48,0.21101683738515,"small"
"178",738,"STEUBEN","IN",0.021,1306.95238,27146,51,64,53,98.9069445,0.18581943,0.23318516,0.4809444,0.19310646,17256,78.9986092,18.6080204,5.44738062,26541,96.702616,5.63279454,5.03225806,5.17698213,7.88116361,0,"ALR",27446,132,0.480944399912556,"small"
"179",739,"SULLIVAN","IN",0.027,703.444444,18905,15,39,19,99.5366714,0.07897647,0.20533881,0.07897647,0.10003686,12602,74.0676083,15.4816696,4.12632915,18678,98.3414942,12.5120463,15.4133002,9.67541222,15.6844106,0,"AAR",18993,15,0.078976465013426,"small"
"180",740,"SWITZERLAND","IN",0.013,595.230769,7695,15,16,2,99.4443009,0.19384854,0.20677178,0.12923236,0.02584647,5015,65.8025922,9.47158524,3.17048853,7589,98.0744378,15.2193965,20.3518783,11.365332,18.4300341,0,"LAR",7738,10,0.12923235978289,"small"
"181",741,"TIPPECANOE","IN",0.03,4353.26667,122013,2660,320,784,93.4263924,2.03678464,0.24502672,3.69148073,0.60031547,69148,85.1781686,36.2454446,15.2571296,114062,87.3382441,14.3816521,10.5675147,17.1884131,7.86494538,1,"HAU",130598,4821,3.6914807271168,"large"
"182",742,"TIPTON","IN",0.016,1007.4375,15990,10,20,48,99.1997022,0.06203859,0.12407718,0.3163968,0.29778522,10511,77.0335839,15.4219389,4.87108743,15933,98.8460823,6.43946526,8.11649558,5.04670768,8.19285233,1,"ALU",16119,51,0.316396798808859,"small"
"183",743,"UNION","IN",0.01,697.6,6915,20,15,5,99.1255734,0.28669725,0.21502294,0.30103211,0.07167431,4397,71.2531271,12.6449852,3.91175802,6836,97.9931193,9.47922762,11.5527292,7.66578249,11.9592875,0,"AAR",6976,21,0.301032110091743,"small"
"184",744,"VANDERBURGH","IN",0.013,12696.7692,151216,12410,284,231,91.6138569,7.51856923,0.17206073,0.55556229,0.13995081,109217,75.2044096,21.7585174,6.47426683,160427,97.1943196,12.4767028,17.096145,10.8453217,11.4168894,1,"AAU",165058,917,0.555562287196016,"large"
"185",745,"VERMILLION","IN",0.016,1048.3125,16690,15,32,8,99.5051571,0.08942944,0.19078281,0.16693495,0.0476957,11163,72.0594822,12.2726866,3.52951715,16494,98.3366124,11.6709106,14.7683398,9.87012987,12.5608011,1,"AAU",16773,28,0.166934954987182,"small"
"186",746,"VIGO","IN",0.024,4421.125,98411,5916,297,322,92.7469441,5.57550397,0.27990613,1.09417852,0.30346725,66140,75.9842758,22.7230118,8.7526459,97228,91.6320318,14.6943267,18.5088374,13.7729456,12.5077272,1,"AAU",106107,1161,1.09417851791117,"large"
"187",747,"WABASH","IN",0.023,1524.73913,34462,138,259,87,98.2691266,0.39350994,0.73854401,0.35073712,0.24808235,22008,74.3865867,16.0805162,4.98455107,33017,94.1486783,9.1922343,10.4414545,8.93758669,8.08468078,0,"AAR",35069,123,0.350737118252588,"small"
"188",748,"WARREN","IN",0.021,389.333333,8140,1,17,3,99.5596869,0.01223092,0.20792564,0.1834638,0.03669276,5403,71.6083657,13.399963,3.03535073,8075,98.7646771,9.16408669,11.1265647,7.32876712,11.6384915,0,"AAR",8176,15,0.183463796477495,"small"
"189",749,"WARRICK","IN",0.023,1953.04348,44274,371,83,35,98.5618878,0.82591273,0.18477293,0.34951024,0.0779163,28368,80.1254935,23.8155668,5.85166385,44151,98.2880677,6.58195737,8.66166853,5.20934196,8.198136,1,"HLU",44920,157,0.349510240427427,"small"
"190",750,"WASHINGTON","IN",0.03,790.566667,23625,23,28,23,99.6120926,0.09697685,0.11805878,0.07589493,0.09697685,14989,66.1685236,10.8145974,2.88211355,23390,98.6212421,14.296708,18.0585852,11.5780578,17.1385238,0,"LAR",23717,18,0.0758949276889995,"small"
"191",751,"WAYNE","IN",0.024,2997.95833,67532,3795,153,175,93.8583202,5.27442287,0.21264472,0.41139109,0.24322108,46603,71.2443405,15.5891252,5.13486256,69370,96.4128365,14.8926049,20.8136394,13.2868788,11.6376769,0,"AAR",71951,296,0.411391085599922,"small"
"192",752,"WELLS","IN",0.021,1235.61905,25758,10,40,99,99.2677663,0.03853862,0.15415446,0.15800832,0.3815323,16396,79.0009758,18.5655038,5.58672847,25464,98.134731,5.57257304,6.61065969,4.43388757,7.49419954,1,"ALU",25948,41,0.15800832434099,"small"
"193",753,"WHITE","IN",0.03,775.5,23127,2,50,45,99.4068343,0.0085966,0.21491511,0.17623039,0.1934236,15292,77.8773215,16.5838347,5.16609992,22974,98.7491941,7.70436145,8.13656669,6.16872291,11.0403397,0,"AAR",23265,41,0.176230388996346,"small"
"194",754,"WHITLEY","IN",0.02,1382.55,27473,29,73,39,99.356262,0.10487867,0.26400492,0.13381071,0.14104372,17369,78.8761587,15.809776,4.22016236,27251,98.5533977,5.22549631,6.12323492,3.90956194,7.95652174,1,"ALU",27651,37,0.133810712089979,"small"
"195",1197,"ALCONA","MI",0.041,247.439024,10026,27,56,10,98.8270084,0.26614096,0.55199606,0.25628388,0.09857072,7368,68.553203,14.1150923,3.24375679,10040,98.9650074,17.250996,27.2045028,16.6173986,11.5069357,0,"AAR",10145,26,0.256283883686545,"small"
